#Drug	Gene	label
DB00176	P20815	1
DB03015	P22607	0
DB01889	P04040	0
DB00653	Q02641	1
DB01136	P23219	1
DB00369	Q4U2R8	0
DB01067	P37231	1
DB00026	P14778	1
DB00351	P04150	1
DB04967	P11388	1
DB03403	P30085	1
DB00436	P09467	0
DB01737	Q96I59	0
DB02953	P22894	1
DB02635	O15382	1
DB03934	P36544	0
DB06700	P31645	1
DB01419	P35354	1
DB00038	P09693	0
DB00208	P15336	0
DB00795	P35354	1
DB03642	O75489	0
DB08462	Q99928	0
DB00078	P12318	1
DB04369	P35030	1
DB08242	P24530	0
DB00540	P11229	1
DB00398	P22309	1
DB08694	P01574	0
DB04894	P35346	1
DB01793	P43115	0
DB00762	O00748	1
DB00132	P32418	1
DB00917	P11511	1
DB01049	P14416	1
DB00285	P23975	1
DB00624	P05108	1
DB02386	P28838	1
DB04997	Q16322	0
DB00201	O76074	1
DB00220	P20248	0
DB06419	O75311	0
DB09074	Q9HCP0	0
DB07763	P14927	1
DB07584	P02746	0
DB00562	Q8NG66	0
DB08233	P20248	1
DB00204	P08684	1
DB05087	P34903	1
DB01998	P67775	0
DB05077	P05181	0
DB04016	P23946	1
DB00777	P28223	1
DB00217	Q96FL8	0
DB00958	Q13085	0
DB01830	P06239	1
DB00002	P02746	1
DB05399	P19320	1
DB00112	P31995	1
DB05369	P00450	0
DB01023	P54750	1
DB00321	P41145	1
DB01088	Q08499	1
DB00641	P10635	1
DB00536	P07998	1
DB00849	P31644	1
DB00163	P17252	1
DB08121	P25705	0
DB04379	P00797	1
DB08642	P00374	1
DB01394	P20813	1
DB03428	O43837	0
DB02494	Q96F10	0
DB05429	P12821	0
DB00171	Q96Q40	1
DB02726	P14618	1
DB07268	P45983	1
DB01632	P17900	0
DB05882	Q92731	1
DB02744	P32238	0
DB01401	P35354	1
DB07907	P10114	0
DB00614	P00742	0
DB00241	O14764	1
DB07186	P53350	1
DB08232	P08709	1
DB04896	P31645	1
DB02624	P35222	0
DB01234	P00451	0
DB00551	P39900	1
DB00244	P23219	1
DB04387	P06132	0
DB00860	Q6YP21	0
DB06938	P35968	1
DB03372	P07195	0
DB07269	Q9Y2Z4	0
DB07206	P49366	0
DB06287	P42345	1
DB07346	P56817	1
DB07529	Q8WWT9	0
DB02366	O00180	0
DB01364	P35348	1
DB00055	P07204	1
DB01365	P56696	0
DB00094	P16109	0
DB02292	Q14571	0
DB01011	P08588	0
DB01548	Q9UBQ6	0
DB00156	Q9UHC3	0
DB08430	Q6UWM7	1
DB05033	Q13443	1
DB03814	Q6NXR0	1
DB01082	Q96T66	0
DB04799	P47985	1
DB00078	P31994	1
DB08996	P60981	0
DB06414	P56181	0
DB03683	P52758	0
DB07348	P29474	0
DB06972	P24666	0
DB04001	P10632	0
DB04899	P36507	0
DB00128	Q96GR2	0
DB05147	Q9H853	1
DB02329	O43676	0
DB03374	P17612	1
DB03752	O00206	0
DB00463	P47870	1
DB04849	P23467	0
DB01238	P28221	1
DB00228	Q8N1C3	1
DB00316	O75469	0
DB04927	Q14534	1
DB01085	P42126	0
DB01430	Q14573	0
DB05214	P19440	0
DB00497	P35372	1
DB08631	P11086	1
DB01355	P05177	1
DB09052	Q7Z2Z2	0
DB00399	P21918	0
DB00624	P21397	1
DB00020	P26951	1
DB07548	Q6UWP2	0
DB01626	P35462	0
DB00911	P08684	1
DB00801	P20674	0
DB00233	Q9NZK7	1
DB00630	P23469	1
DB00633	P13500	0
DB08790	Q15080	0
DB00899	P35372	1
DB04912	P30519	1
DB00182	Q96RJ0	1
DB03593	Q9BW91	0
DB01191	P33261	1
DB03175	Q14654	0
DB06148	P28223	1
DB00682	P11712	1
DB00762	P20813	1
DB07717	P47870	0
DB05715	P42262	0
DB07503	P48736	1
DB07956	P13196	0
DB00553	P04798	1
DB01403	P35368	1
DB02059	P04406	1
DB00346	Q15825	0
DB00281	P10635	1
DB06605	P11712	1
DB06714	Q96RJ0	1
DB00568	P35367	1
DB00114	Q9NVS9	1
DB00686	P30520	0
DB03344	O15460	0
DB00398	P30405	0
DB01997	P29475	1
DB00630	Q13332	1
DB08136	Q99497	0
DB01236	P03886	1
DB03772	Q14833	0
DB02508	P07225	0
DB00624	P11511	1
DB01559	P08684	1
DB00678	P22309	1
DB00830	P10696	0
DB03516	P47989	1
DB00131	P07741	1
DB00176	P05181	1
DB01296	P01579	1
DB00201	Q14571	1
DB01151	P18089	1
DB02118	Q13621	0
DB02638	P26572	0
DB00659	Q16853	0
DB00216	P08908	1
DB08763	Q9NPD5	0
DB00477	P10635	1
DB03968	O00142	0
DB01370	P10826	0
DB08330	P14927	1
DB07630	P00742	1
DB07081	P25815	0
DB00321	P13945	1
DB01043	Q12879	1
DB00312	P34903	1
DB01215	A8MPY1	1
DB02341	Q9NS18	0
DB00502	Q13224	1
DB06775	Q86VB7	0
DB01023	O14818	0
DB07351	P15085	1
DB05042	P55017	0
DB01992	Q9BWD1	1
DB08167	P62714	0
DB01353	P48169	1
DB01400	P24046	0
DB07164	Q9H239	0
DB03783	P08684	1
DB05364	P28331	0
DB08056	P11509	0
DB02539	P35228	1
DB02073	P02144	1
DB01119	P00915	1
DB06781	P48735	0
DB03333	Q96BI3	0
DB00356	P05181	1
DB00182	P14416	1
DB08781	Q9BW91	0
DB00364	Q99808	0
DB02546	O15379	1
DB00100	P00742	1
DB07736	P46439	0
DB04285	O60658	0
DB07921	O60840	0
DB04137	Q15382	1
DB06204	O14793	0
DB01133	P38606	1
DB07359	P35557	1
DB07683	O15111	0
DB00307	P15382	0
DB00449	P08913	1
DB01064	O00459	1
DB00822	P08684	1
DB04444	P63096	1
DB04473	O60488	0
DB05767	P68363	0
DB04895	Q5JVS0	0
DB07922	P03897	0
DB08258	P14784	0
DB08356	Q14654	0
DB00354	Q99470	0
DB06626	P08684	1
DB03245	Q6N063	0
DB00188	P33261	1
DB00864	P01178	0
DB03568	Q9GZU7	0
DB09079	P22607	1
DB02620	Q14330	0
DB01023	Q08289	1
DB02869	P14210	0
DB00104	P30872	1
DB02822	P24752	0
DB00334	P28223	1
DB01034	Q8WVQ1	0
DB07860	P61925	1
DB05033	P15428	0
DB01049	O94956	1
DB06859	P03950	0
DB04932	P29274	1
DB01221	Q8IUR0	0
DB03589	P05165	0
DB05448	P01730	0
DB00769	P47872	0
DB00796	P30556	1
DB00798	P22694	0
DB04858	Q08828	0
DB00244	O14920	1
DB08888	Q9Y2Z4	0
DB07856	P61925	1
DB02076	P52209	1
DB00374	O75469	0
DB00048	P02452	1
DB01620	P48357	0
DB04679	P06310	0
DB00233	P35354	1
DB04276	O75715	0
DB04000	P42262	1
DB06963	P28472	0
DB08426	Q13547	0
DB00433	P09917	0
DB08089	O00519	0
DB01184	P10635	1
DB07672	P01857	1
DB01356	Q14123	0
DB06594	P05177	1
DB00170	P38435	1
DB07165	P35913	0
DB00690	P34903	1
DB03385	Q16850	0
DB00294	P03372	1
DB04866	P02452	1
DB03309	O00204	1
DB05250	Q7Z4W1	0
DB03461	Q08257	1
DB02079	Q16739	0
DB01836	P48775	0
DB01016	P48544	1
DB00421	O60840	1
DB02497	P08758	1
DB01536	O15403	0
DB01356	P42263	1
DB00338	P11712	1
DB03415	P35498	0
DB02594	P14598	0
DB00457	P23945	0
DB02581	P48507	0
DB07908	Q9Y3I0	0
DB01601	P10635	1
DB04379	Q9P2J5	0
DB00690	P47869	1
DB07707	Q15596	1
DB00327	P10635	1
DB07079	Q8IVL5	0
DB02325	P30793	1
DB08395	P53667	0
DB08550	P51512	0
DB01889	P15309	0
DB07830	P16422	0
DB00321	P35372	1
DB04959	P08729	1
DB06869	P00734	1
DB00450	P19971	0
DB00078	P11836	1
DB07022	P48066	0
DB07130	P14061	0
DB02198	P20963	0
DB00227	P04035	1
DB00720	P05141	1
DB00802	P08684	1
DB00462	P08172	1
DB04076	P02689	0
DB00798	P45880	0
DB00533	P10632	1
DB02507	P11498	0
DB05149	O14757	1
DB01614	P08908	1
DB00884	Q9P2J5	0
DB00880	P09038	0
DB02935	Q9ULW8	0
DB01151	P23975	1
DB07954	O76083	1
DB05161	P24158	1
DB07751	Q16552	0
DB08881	P10635	1
DB08244	Q96PF1	0
DB01182	P10632	1
DB00035	P20963	0
DB00300	P61160	0
DB08224	O43708	0
DB00952	P28222	1
DB06868	P00734	1
DB07728	P49137	1
DB04186	P24941	1
DB01021	Q13621	1
DB01191	P05177	1
DB06267	Q9BY41	0
DB00132	Q9GZR5	1
DB06925	P05230	0
DB00857	P05177	1
DB03753	Q99712	0
DB01616	P01019	0
DB00185	P25098	0
DB01288	P07550	1
DB01142	P14416	1
DB01132	P11712	1
DB03124	P42574	1
DB02587	P22557	0
DB07163	P24941	1
DB00862	P08684	1
DB00191	P28221	0
DB00321	P28223	1
DB00360	P17752	1
DB00072	P12318	1
DB07105	Q9Y6F1	0
DB03480	Q9HB40	0
DB00481	Q06278	1
DB04982	P42262	1
DB07720	Q494W8	1
DB08911	P80075	0
DB00731	P10635	1
DB03100	P29474	1
DB01291	P07550	1
DB00463	P48169	1
DB00604	Q15166	0
DB07088	P07477	1
DB00475	P14867	1
DB00876	P05556	0
DB00457	P49619	0
DB05415	P49765	0
DB00753	P42261	1
DB04846	P08588	1
DB01705	P14902	0
DB03393	P51970	0
DB07117	P14780	1
DB00712	P35503	1
DB07083	P32297	0
DB01392	P10635	1
DB02288	P07477	1
DB04982	P42263	1
DB08178	O95342	0
DB00866	P07550	1
DB02379	P61457	0
DB03642	P24666	0
DB01221	P28222	1
DB00750	Q13564	0
DB02320	P01178	0
DB00543	Q16445	1
DB03348	P22303	1
DB00655	P08684	1
DB00673	P11712	1
DB06480	Q13639	1
DB01168	Q16678	1
DB00477	P08908	1
DB00384	P05177	1
DB00409	Q16881	0
DB00238	Q00796	0
DB08141	P02741	0
DB00631	P23921	1
DB01214	Q9Y619	0
DB01408	P62258	0
DB07049	P18848	0
DB00567	P08684	1
DB06887	P17658	0
DB08631	P09012	0
DB03867	P23434	0
DB04387	P37173	0
DB09035	P08100	0
DB01356	Q02156	0
DB00599	O00519	1
DB01118	P08684	1
DB03727	P05771	0
DB06262	P20711	1
DB03294	P00918	1
DB04585	P60981	0
DB06738	P08684	1
DB07761	P24941	1
DB07446	Q01362	0
DB01645	P80404	0
DB04282	Q99928	0
DB09291	Q12879	0
DB00548	P17948	0
DB00411	P08172	1
DB02860	Q969G6	0
DB05157	Q15759	1
DB03664	Q92569	0
DB00171	O14727	1
DB08445	P29377	0
DB08800	P80365	0
DB01124	P15085	0
DB08053	Q15418	0
DB00257	P08684	1
DB00897	P34903	1
DB05507	P37288	0
DB00777	P01178	0
DB05305	O60568	0
DB04445	Q06520	1
DB01083	P07098	1
DB04893	Q9UJT1	0
DB02692	P29474	1
DB02587	Q08462	1
DB01038	P21728	1
DB04638	O14983	1
DB00270	Q13748	0
DB01080	P15531	0
DB03005	Q9Y6F1	0
DB08740	O14793	0
DB00450	P35348	1
DB00157	P11177	1
DB00983	P36542	0
DB06751	P54710	0
DB08804	P21397	1
DB03336	P02746	0
DB08561	Q14573	0
DB02784	Q9NTG7	0
DB07494	Q494W8	1
DB04114	O60858	0
DB02011	P01024	0
DB00812	O14880	0
DB07672	Q15418	0
DB07955	Q96QU6	0
DB07242	P11309	1
DB00273	O14764	1
DB09054	P33261	1
DB04316	P16930	0
DB01684	P04062	0
DB04864	P01270	0
DB08918	P49821	0
DB09073	P11802	1
DB04861	P51178	0
DB00820	Q9UQQ2	0
DB00704	P35372	1
DB00628	P18507	1
DB07091	P49419	0
DB09014	P35462	1
DB07688	Q03721	0
DB07641	Q9BXA5	0
DB03401	Q99418	1
DB08393	P35916	0
DB05199	P10721	0
DB00357	P05177	1
DB04664	P10644	0
DB01647	O15145	0
DB02464	P07477	1
DB00340	P20309	1
DB07344	Q9BYZ2	0
DB00361	P10635	1
DB08655	Q15274	0
DB04789	P03891	0
DB00421	P10275	1
DB07612	P19838	0
DB01142	P25021	1
DB08575	P08473	1
DB06069	P05412	0
DB08341	O43293	0
DB00112	P31994	1
DB00849	P20813	1
DB04767	Q5T4S7	0
DB04767	P42126	0
DB07299	P30084	0
DB00280	P48651	0
DB07474	P15954	0
DB00334	P08684	1
DB03214	Q9NR97	0
DB00184	Q05901	1
DB08613	Q9GZT9	0
DB03742	P03372	1
DB00247	P41595	1
DB01381	Q96BI3	0
DB00248	P28335	1
DB07666	P27487	1
DB00157	Q02928	1
DB04232	Q86YB8	0
DB03670	Q9NY59	0
DB00224	P20815	1
DB03573	P24311	0
DB01892	Q13526	0
DB01107	Q99928	1
DB03319	Q460N3	0
DB08250	P07451	0
DB06972	Q99542	0
DB08439	P08684	1
DB05785	P01308	0
DB00176	P24462	1
DB04315	P15153	0
DB01345	P05023	1
DB00567	Q9UHA3	0
DB03978	Q9Y6Y9	0
DB01418	P11712	1
DB00048	P62508	0
DB00157	P14550	1
DB08134	P49913	0
DB06637	P48547	1
DB01037	P10632	1
DB00734	P28335	1
DB06605	P01617	0
DB08129	P22830	0
DB00755	P20815	1
DB08790	O60931	0
DB01023	P24462	1
DB08838	P02708	1
DB00569	P35557	0
DB01400	P27708	0
DB08865	P49862	0
DB03975	P06756	0
DB07602	P28566	0
DB00762	P20815	1
DB05052	P16220	0
DB07665	P14207	0
DB04797	Q16539	1
DB02562	P00439	1
DB01297	P13501	0
DB04678	P42336	0
DB00934	P14416	1
DB00531	P11712	1
DB07249	Q9Y698	0
DB00822	Q15661	0
DB01880	P07478	0
DB01159	P48169	1
DB01565	Q9NR82	0
DB00260	P03952	0
DB02161	Q9Y251	0
DB08032	P41235	0
DB04600	Q9Y468	0
DB07804	P62913	0
DB04964	Q8WXI7	1
DB08151	P11217	1
DB06650	Q15375	0
DB00553	Q9BWD1	0
DB03572	P13995	0
DB00114	Q9HD40	1
DB07217	P09619	0
DB08911	P48745	0
DB00899	P15151	0
DB07259	Q9Y617	0
DB00156	Q96I59	0
DB00589	P21917	1
DB00477	P41595	1
DB04126	P07858	1
DB00594	P51170	1
DB06637	Q96PR1	1
DB07014	P49841	1
DB02651	O43447	0
DB08183	O60674	1
DB03918	P42345	0
DB03326	P07998	1
DB04946	P20815	1
DB01877	P12271	0
DB07277	P17540	0
DB04715	P49916	0
DB01863	Q9H4M7	1
DB04522	Q04609	0
DB01595	P08684	1
DB00838	P55196	0
DB00694	P16435	1
DB03909	O60911	0
DB03525	P12931	1
DB01979	P11226	1
DB07025	Q9UPY5	0
DB07375	P01859	1
DB00683	P18507	1
DB04246	Q00796	0
DB00550	P09172	1
DB03101	Q96S86	0
DB00897	Q16445	1
DB04630	P80365	0
DB01442	Q01959	1
DB07342	P19878	0
DB00028	P45381	0
DB08142	Q9NRF9	0
DB00490	P10635	1
DB02684	P25103	0
DB00898	P11766	1
DB00786	Q9ULZ9	1
DB00005	P31995	1
DB02587	P63092	1
DB08082	P27338	1
DB00993	P08263	1
DB00142	O60391	1
DB00985	P35367	1
DB01189	P42261	1
DB08498	P17213	0
DB00744	P23219	1
DB04716	P23458	1
DB00842	Q9NS18	0
DB01997	P35228	1
DB08694	P31327	0
DB07840	P42261	0
DB05676	P01579	1
DB00457	O95342	0
DB01167	P08684	1
DB00521	P07550	1
DB06777	P28066	0
DB03588	Q9UI33	0
DB00411	P30968	0
DB00794	P47870	1
DB01367	P05177	1
DB05229	P18505	0
DB03059	P35568	0
DB07838	O60551	1
DB01520	P02679	0
DB08270	Q13362	0
DB01355	P23219	1
DB04920	Q13698	1
DB01577	P21397	1
DB00798	P13861	0
DB01771	P07477	1
DB06694	P18089	1
DB04801	P15170	0
DB00543	Q99928	1
DB00114	P13196	1
DB04335	Q01959	0
DB07786	P00813	1
DB01029	P49189	0
DB04824	P32019	0
DB00728	Q8N1Q1	0
DB04318	Q8NEB9	0
DB00845	O95342	1
DB06650	P11836	1
DB00830	P10600	0
DB00228	P47870	1
DB00216	P28221	1
DB00651	Q00534	0
DB07942	Q16539	1
DB05419	Q8IWU9	0
DB00218	Q9NY59	0
DB05007	P35499	0
DB00983	P78417	0
DB00683	O14764	1
DB00731	P20815	1
DB00907	Q9UI33	1
DB00245	Q01959	1
DB00958	P04731	1
DB00195	P08588	1
DB06712	P05177	1
DB06920	P01303	0
DB00898	Q02641	1
DB04630	P15538	1
DB08647	P24347	0
DB00998	P05177	1
DB06822	Q96RI1	0
DB04311	Q9NP99	0
DB00334	Q9H3N8	1
DB08095	Q16539	1
DB08751	P08173	0
DB00749	Q9HAW8	1
DB08236	O15143	1
DB04444	O14832	0
DB00343	P03897	0
DB00523	P19793	1
DB03202	P01857	0
DB00328	P35354	1
DB00170	P47989	1
DB04325	Q16850	0
DB04888	P14416	1
DB00514	Q99720	1
DB07168	Q13554	1
DB00574	P31645	1
DB05460	P62158	0
DB03749	P61586	0
DB08911	P36507	1
DB08333	P00505	0
DB00434	O60512	0
DB00659	P28472	1
DB01439	Q09013	0
DB01238	P35367	1
DB01031	P35030	0
DB07527	P14324	0
DB04472	P13569	0
DB08815	P08913	1
DB06914	Q14833	0
DB00696	P08913	1
DB00262	P42357	0
DB01093	P10635	1
DB01116	P06276	1
DB07639	P29972	0
DB02966	P54819	0
DB04899	P20594	1
DB00561	P31937	0
DB01057	P06396	0
DB08883	P42261	1
DB00454	Q13224	1
DB04961	P27707	1
DB01711	P26196	0
DB04796	P11473	1
DB00780	P51511	0
DB01571	P41145	1
DB08349	P31358	0
DB02325	P43026	1
DB01108	O95069	0
DB08794	P15104	1
DB01616	O14793	0
DB05129	O60701	0
DB02462	P13727	0
DB05137	O15375	0
DB00142	Q9Y646	1
DB08019	P16220	0
DB03792	P15056	0
DB00201	Q13946	1
DB03385	P43490	0
DB00514	Q8TCU5	1
DB04397	Q9HCP0	0
DB00162	Q9BTZ2	1
DB03749	O00591	0
DB06151	Q5JVS0	0
DB00119	P35869	0
DB05760	P06881	1
DB03828	P11684	0
DB00688	P08684	1
DB08437	Q9UHA3	1
DB00072	P04626	1
DB00536	O75676	0
DB00054	P05106	1
DB04861	P07550	1
DB05087	Q16445	1
DB05802	Q14573	0
DB05713	P19784	0
DB01068	P47869	1
DB05305	Q16613	0
DB01107	P34903	1
DB07021	P11217	0
DB00527	P62158	1
DB00337	P42345	1
DB02262	Q92887	0
DB00594	O95342	0
DB02915	P20248	1
DB07847	P09669	0
DB06061	Q13233	1
DB07855	P11926	0
DB04218	Q00987	0
DB00801	Q8N1C3	1
DB05149	P08100	0
DB01014	P05231	0
DB07236	Q15788	1
DB08453	P06858	0
DB08932	P08684	1
DB00905	P43115	1
DB01951	P14868	0
DB04288	P49841	0
DB04697	Q9UN76	0
DB07978	O43526	0
DB04008	Q9BY66	0
DB07633	Q96RQ3	0
DB01325	P00918	1
DB00780	P21397	1
DB05713	P05107	0
DB01588	P80192	0
DB00044	Q99624	0
DB00052	P19883	0
DB01234	P05181	1
DB04722	P09038	0
DB03731	P05089	1
DB01340	P00915	0
DB02633	Q99835	0
DB08774	P00367	0
DB01407	Q01959	0
DB00987	P08684	1
DB00835	P05181	1
DB00852	P18847	1
DB01129	P05177	1
DB00636	P05181	1
DB01544	P05177	1
DB03754	Q96FI4	1
DB00727	Q04609	0
DB01074	P10635	1
DB05766	P11229	1
DB03401	Q01082	1
DB06213	P03891	0
DB06711	P08913	1
DB07310	P01764	0
DB01378	Q9UGM6	0
DB00283	P35367	1
DB01693	P54886	0
DB01062	P30038	0
DB01017	P24666	0
DB03935	P09038	1
DB08489	Q96PF1	0
DB05141	Q9UGM6	0
DB00914	Q15842	1
DB06216	P50406	1
DB04695	P23219	0
DB03471	P14555	1
DB01065	Q09013	0
DB00543	P35462	1
DB05463	P11586	0
DB02720	P14324	0
DB01207	P20823	0
DB01338	P56937	0
DB00980	P33261	1
DB00614	P27338	1
DB08237	P11511	0
DB07949	O00764	0
DB08703	P80192	1
DB01107	P17174	0
DB03896	Q9BYC2	0
DB00678	P30556	1
DB04871	Q01740	1
DB04114	P26447	0
DB01708	Q13224	1
DB03461	P22570	1
DB00788	P10632	1
DB00718	P22392	1
DB03227	P18850	0
DB09069	O60513	0
DB01567	O14764	1
DB08909	P51149	0
DB00543	P47869	1
DB02670	O60264	1
DB03757	Q9UNI1	1
DB06678	P18089	1
DB00220	P33261	1
DB00753	P62158	1
DB00050	P22888	1
DB04591	Q07343	0
DB06828	P47985	0
DB08848	P48065	1
DB08462	P12931	1
DB04767	Q9BXJ7	0
DB04617	P49588	0
DB01068	P55055	0
DB01102	O95178	0
DB09078	P08684	1
DB06335	P08620	0
DB07336	P12104	0
DB01777	Q8IWU9	0
DB04601	O43678	0
DB06706	Q05940	1
DB00683	P20813	1
DB03964	P35080	0
DB00668	P18089	1
DB05777	Q8NI22	0
DB07039	P10275	1
DB08561	Q9BY41	0
DB03637	Q96EY8	0
DB06992	P26447	0
DB00945	Q00653	1
DB06854	Q13423	0
DB00794	P48169	1
DB00616	Q02763	0
DB05408	P10276	0
DB07422	Q494W8	0
DB00409	P07477	0
DB00286	Q01668	0
DB02097	P61626	0
DB01095	P22309	1
DB00359	P05181	1
DB00311	P17735	0
DB08531	Q9Y6M4	0
DB08764	P61586	0
DB00448	P10635	1
DB04217	Q9UKQ2	0
DB00679	P05181	1
DB00114	O94903	1
DB09034	O43613	1
DB00010	P35348	0
DB00620	P04150	1
DB00726	P08908	1
DB02866	Q5JPH6	0
DB07685	P24941	1
DB00640	P22894	0
DB00590	P25100	1
DB04204	P19961	0
DB00167	P47870	0
DB00246	P18089	1
DB04575	P17252	0
DB00795	Q99456	0
DB00533	Q969G6	0
DB00041	P35354	1
DB00316	P19224	1
DB00052	P10912	1
DB06822	P13612	1
DB01205	P34903	1
DB07733	P29466	1
DB05920	Q8IU85	0
DB08549	P08123	0
DB00633	Q9HAW8	0
DB00310	Q07912	0
DB04633	O43920	0
DB00055	P08842	0
DB02170	P08319	0
DB07670	P08069	0
DB02603	P24941	1
DB04864	P48728	0
DB01645	P11388	1
DB05192	P10828	1
DB00268	P18089	1
DB07495	O00555	0
DB03262	P00918	1
DB05157	P53778	1
DB00197	P62508	1
DB00207	P31937	0
DB06757	P05155	0
DB03886	Q03393	1
DB04336	Q99835	0
DB02733	P24941	1
DB04312	P00326	1
DB00237	O00591	1
DB01436	P19634	0
DB00162	Q03393	0
DB01612	P16066	1
DB01681	P15259	1
DB00201	Q9HCR9	1
DB00281	P10632	1
DB00860	Q9UPY5	0
DB03345	Q9NVS9	1
DB02834	P30520	0
DB04601	P49788	0
DB03951	P46926	1
DB04847	P39900	0
DB01384	P04150	1
DB06694	P18825	1
DB07495	P07900	1
DB08916	Q15303	1
DB04885	O60551	0
DB06994	O00764	0
DB01159	P34995	0
DB01544	P05181	1
DB08125	O00244	0
DB07217	Q9Y6M4	0
DB00176	P05771	0
DB06738	O60391	1
DB07489	P43004	0
DB00946	P10632	1
DB04151	P68133	1
DB03512	Q9UM73	0
DB05930	P04271	0
DB05018	Q93088	0
DB07471	Q71U36	0
DB00501	P08684	1
DB03401	Q16873	0
DB03832	P21462	0
DB01988	P61073	0
DB00036	P00742	1
DB06271	P01008	1
DB04579	P07858	1
DB01589	P33261	1
DB02211	P01877	0
DB01595	P24046	1
DB04947	O43704	0
DB03867	P00390	1
DB00459	O43174	1
DB03975	P21728	0
DB04400	P61457	1
DB01054	Q13936	1
DB07859	Q9NPJ3	0
DB00637	Q13526	0
DB07966	P50607	0
DB04774	P23415	0
DB04326	P27986	0
DB04215	Q06124	0
DB00755	P00352	1
DB00487	P05177	1
DB06853	P01019	0
DB04972	Q01581	0
DB00936	Q8WX39	0
DB08348	P10398	0
DB01567	P24046	1
DB01186	Q05329	0
DB04050	Q9NZV8	0
DB00744	P30874	0
DB00471	P08684	1
DB00675	Q16678	1
DB05062	P51681	1
DB00659	O14764	1
DB07375	P01857	1
DB00306	P78334	1
DB04079	Q8NET8	0
DB00829	P78334	1
DB00321	P55263	0
DB08760	P37231	1
DB02512	Q13370	0
DB01791	P27815	1
DB00172	P45877	1
DB00491	Q14697	1
DB04315	Q6NXR0	1
DB02255	Q9NUB1	0
DB00491	Q9UDW1	0
DB07537	O43677	0
DB07401	P19838	0
DB06924	P15085	1
DB04884	P13569	0
DB04893	P49356	1
DB01094	Q9GZP0	0
DB08219	Q14432	0
DB02054	P04181	1
DB01115	O95180	1
DB09079	P06239	1
DB04899	P17342	1
DB00321	P10632	1
DB02615	P03372	1
DB01591	P08912	1
DB02735	O75976	0
DB08558	P09848	1
DB04853	P48551	0
DB01252	O43447	0
DB00424	P08172	1
DB03126	P54855	0
DB06366	P04626	1
DB03435	P16442	1
DB07322	P50579	1
DB04345	P31350	0
DB04681	P16442	1
DB07456	O15530	1
DB00842	Q16445	1
DB08510	Q9Y5R8	0
DB00943	P24462	1
DB00711	P09917	1
DB03621	P32418	0
DB06414	P08684	1
DB00420	P21917	1
DB00184	P30926	1
DB03950	P22303	0
DB02336	P13501	0
DB00570	Q9UJT1	1
DB00674	P06276	1
DB07107	P61925	1
DB03024	Q86XF0	0
DB05254	P05121	1
DB00504	P14555	0
DB04799	P08574	1
DB07852	P20248	1
DB00321	P08908	1
DB02220	P00918	1
DB00849	P43681	1
DB03380	P13716	0
DB09076	P08912	1
DB01065	P11712	1
DB01320	Q96I15	0
DB06060	P03886	0
DB08061	P08263	0
DB04905	P35367	1
DB03314	P60174	1
DB08285	P28062	0
DB07940	Q8N159	0
DB00875	P35348	1
DB03179	Q16795	0
DB03013	Q8NI22	0
DB07678	P03372	1
DB03019	P24941	1
DB00036	P13726	1
DB01146	Q7Z2W7	0
DB00284	P21283	0
DB09101	P08684	1
DB01388	P54284	1
DB00673	P10826	0
DB01535	P11230	0
DB00969	P35916	0
DB00332	P08684	1
DB04172	P00749	1
DB01748	Q13315	0
DB07020	P54577	0
DB00162	P12271	1
DB04600	Q15758	0
DB03900	P60174	1
DB07751	Q13443	0
DB00121	Q494W8	0
DB05200	P12236	0
DB03101	P00491	1
DB00035	P37288	1
DB07700	P42330	1
DB00531	P08684	1
DB04223	O43525	0
DB00126	Q6N063	1
DB08018	P50416	0
DB07893	P48736	0
DB00052	P16471	1
DB07007	P19883	0
DB07644	P18031	0
DB00542	P34741	0
DB00835	P10635	1
DB00834	P26358	0
DB04237	P29034	0
DB02068	P13716	1
DB00616	P08473	1
DB01631	P80188	1
DB01695	Q92793	0
DB03351	P62158	0
DB04781	P13716	1
DB00559	P25101	1
DB07573	P20138	0
DB00273	P18507	1
DB01782	P20823	0
DB06956	P08243	0
DB00475	P08684	1
DB07221	Q9BYZ2	0
DB01319	P11473	0
DB02555	Q15596	0
DB00217	P18825	1
DB07960	P05108	0
DB05864	P29274	0
DB00870	P51149	0
DB00844	O60427	0
DB00312	P18505	1
DB05010	P08559	0
DB01141	Q86VU5	0
DB00984	P36952	0
DB06401	P17707	0
DB06741	Q05586	1
DB00630	Q14957	0
DB04465	P12235	0
DB08480	P08519	0
DB00408	P23975	1
DB06914	P10915	0
DB03964	Q99798	1
DB05075	P02776	0
DB00039	P22607	1
DB08480	P00533	0
DB08788	Q8WY07	0
DB08783	Q86SZ2	0
DB01346	Q8TET4	0
DB04083	P16499	0
DB04763	O00187	0
DB01238	P24462	1
DB00184	P11712	1
DB08377	P01857	1
DB04337	P02144	1
DB00396	P08235	1
DB04760	P45452	1
DB01069	P11229	1
DB06937	P62829	0
DB00569	P01008	1
DB07202	P07333	1
DB04256	P14902	0
DB00255	P11509	1
DB00157	P03891	1
DB05466	P25103	1
DB07013	P45452	1
DB06911	P00734	1
DB01159	P48549	1
DB09049	P13639	0
DB01466	P24462	1
DB01059	P05177	1
DB06700	P08684	1
DB04655	P50135	1
DB05488	O60942	0
DB02604	Q9GZR5	0
DB00005	P21917	0
DB04665	P11509	1
DB02207	P35228	1
